Symbol,Name,Sector,Industry,,,,,,,$
ALZN,Alzamend Neuro,Consumer Durables,Specialty Chemicals,,,,,,,
AM,Antero Midstream Corporation,Public Utilities,Natural Gas Distribution,,,,,,,
AMAL,Amalgamated Financial Corp (DE),Finance,Commercial Banks,,,,,,,
AMAM,Ambrx Biopharma American Depositary Shares (each representing seven Ordinary Shares), Acquisition, Acquisition,,,,,,,
AMAT,Applied Materials,Capital Goods,Industrial Machinery/Components,,,,,,,
AMBA,Ambarella,Technology,Semiconductors,,,,,,,
AMBC,Ambac Financial Group,Finance,Property-Casualty Insurers,,,,,,,
AMBO,Ambow Education Holding Ltd American Depository Shares each representing two Class A ordinary shares,Miscellaneous,Service to the Health Industry,,,,,,,
AMBP,Ardagh Metal Packaging SA Ordinary Shares, Acquisition, Acquisition,,,,,,,
AMC,AMC Entertainment Holdings Class A,Consumer Services,Movies/Entertainment,,,,,,,
AMCI,AMCI Acquisition Corp II Class A, Acquisition, Acquisition,,,,,,,
AMCR,Amcor plc Ordinary Shares,Consumer Durables,Miscellaneous manufacturing industries,,,,,,,
AMCX,AMC Networks Class A,Consumer Services,Broadcasting,,,,,,,
AMD,Advanced Micro Devices,Technology,Semiconductors,,,,,,,
AME,AMETEK,Consumer Durables,Metal Fabrications,,,,,,,
AMED,Amedisys,Health Care,Medical/Nursing Services,,,,,,,
AMEH,Apollo Medical Holdings,Health Care,Managed Health Care,,,,,,,
AMG,Affiliated Managers Group,Finance,Investment Managers,,,,,,,
AMGN,Amgen,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts,,,,,,,
AMK,AssetMark Financial Holdings,Finance,Finance/Investors Services,,,,,,,
AMKR,Amkor Technology,Technology,Semiconductors,,,,,,,
AMLX,Amylyx Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AMN,AMN Healthcare Services AMN Healthcare Services,Health Care,Assisted Living Services,,,,,,,
AMNB,American National Bankshares,Finance,Major Banks,,,,,,,
AMOT,Allied Motion Technologies,Capital Goods,Electrical Products,,,,,,,
AMOV,America Movil SAB de CV Class A American Depositary Shares,Public Utilities,Telecommunications Equipment,,,,,,,
AMP,Ameriprise Financial,Finance,Investment Managers,,,,,,,
AMPE,Ampio Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AMPG,Amplitech Group,Capital Goods,Industrial Machinery/Components,,,,,,,
AMPH,Amphastar Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AMPI,Advanced Merger Partners Class A, Acquisition, Acquisition,,,,,,,
AMPL,Amplitude Class A,Technology,EDP Services,,,,,,,
AMPS,Altus Power Class A, Acquisition, Acquisition,,,,,,,
AMPY,Amplify Energy Corp,Energy,Oil & Gas Production,,,,,,,
AMR,Alpha Metallurgical Resources,Energy,Coal Mining,,,,,,,
AMRC,Ameresco Class A,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction,,,,,,,
AMRK,A-Mark Precious Metals,Finance,Investment Bankers/Brokers/Service,,,,,,,
AMRN,Amarin Corporation plc,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AMRS,Amyris,Basic Industries,Industrial Specialties,,,,,,,
AMRX,Amneal Pharmaceuticals Class A,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AMS,American Shared Hospital Services,Health Care,Medical Specialities,,,,,,,
AMSC,American Superconductor Corporation,Capital Goods,Office Equipment/Supplies/Services,,,,,,,
AMSF,AMERISAFE,Finance,Accident &Health Insurance,,,,,,,
AMST,Amesite,Technology,Computer Software: Prepackaged Software,,,,,,,
AMSWA,American Software Class A,Technology,Computer Software: Prepackaged Software,,,,,,,
AMT,American Tower Corporation (REIT),Finance,Trusts Except Educational Religious and Charitable,,,,,,,
AMTB,Amerant Bancorp Class A,Finance,Major Banks,,,,,,,
AMTI,Applied Molecular Transport,Consumer Durables,Specialty Chemicals,,,,,,,
AMTX,Aemetis (DE),Energy,Oilfield Services/Equipment,,,,,,,
AMWD,American Woodmark Corporation,Consumer Durables,Building Products,,,,,,,
AMWL,American Well Corporation Class A,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
AMX,America Movil SAB de CV American Depository Receipt Series L,Public Utilities,Telecommunications Equipment,,,,,,,
AMYT,Amryt Pharma plc American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AMZN,Amazon,Consumer Services,Catalog/Specialty Distribution,,,,,,,
AN,AutoNation,Consumer Services,Other Specialty Stores,,,,,,,
ANAB,AnaptysBio,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ANAC,Arctos NorthStar Acquisition Corp Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ANAT,American National Group,Finance,Life Insurance,,,,,,,
ANDE,Andersons (The),Consumer Non-Durables,Tobacco,,,,,,,
ANEB,Anebulo Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ANET,Arista Networks,Technology,Computer peripheral equipment,,,,,,,
ANF,Abercrombie & Fitch Company,Consumer Services,Clothing/Shoe/Accessory Stores,,,,,,,
ANGI,Angi Class A,Technology,EDP Services,,,,,,,
ANGN,Angion Biomedica Corp,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ANGO,AngioDynamics,Health Care,Medical/Dental Instruments,,,,,,,
ANIK,Anika Therapeutics,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,
ANIP,ANI Pharmaceuticals,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
ANIX,Anixa Biosciences,Health Care,Medical Specialities,,,,,,,
ANNX,Annexon,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ANPC,AnPac Bio-Medical Science Co Ltd American Depositary Shares,Health Care,Medical Specialities,,,,,,,
ANSS,ANSYS,Technology,Computer Software: Prepackaged Software,,,,,,,
ANTE,AirNet Technology American Depositary Shares,Technology,Advertising,,,,,,,
ANTM,Anthem,Health Care,Medical Specialities,,,,,,,
ANVS,Annovis Bio,Consumer Durables,Specialty Chemicals,,,,,,,
ANY,Sphere 3D Corp Common Shares, Acquisition, Acquisition,,,,,,,
ANZU,Anzu Special Acquisition Corp I Class A, Acquisition, Acquisition,,,,,,,
ANZUU,Anzu Special Acquisition Corp I Units, Acquisition, Acquisition,,,,,,,
AOD,Aberdeen Total Dynamic Dividend Fund,Finance,Investment Managers,,,,,,,
AOGOU,Arogo Capital Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
AOMR,Angel Oak Mortgage,Consumer Services,Real Estate Investment Trusts,,,,,,,
AON,Aon plc Class A Ordinary Shares (Ireland),Finance,Specialty Insurers,,,,,,,
AOS,AO Smith Corporation,Capital Goods,Industrial Machinery/Components,,,,,,,
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Technology,Semiconductors,,,,,,,
AOUT,American Outdoor Brands , Acquisition, Acquisition,,,,,,,
AP,Ampco-Pittsburgh Corporation,Capital Goods,Metal Fabrications,,,,,,,
APA,APA Corporation,Energy,Oil & Gas Production,,,,,,,
APAC,StoneBridge Acquisition Corporation Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
APAM,Artisan Partners Asset Management Class A,Finance,Investment Managers,,,,,,,
APCX,AppTech Payments Corp,Technology,EDP Services,,,,,,,
APD,Air Products and Chemicals,Basic Industries,Specialty Chemicals,,,,,,,
APDN,Applied DNA Sciences,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
APEI,American Public Education,Miscellaneous,Other Consumer Services,,,,,,,
APEN,Apollo Endosurgery,Health Care,Industrial Specialties,,,,,,,
APG,APi Group Corporation,Consumer Services,Military/Government/Technical,,,,,,,
APGB,Apollo Strategic Growth Capital II Class A Ordinary Shares,Finance,Business Services,,,,,,,
APH,Amphenol Corporation,Capital Goods,Electrical Products,,,,,,,
API,Agora American Depositary Shares,Technology,Computer Software: Prepackaged Software,,,,,,,
APLE,Apple Hospitality REIT Common Shares,Consumer Services,Real Estate Investment Trusts,,,,,,,
APLS,Apellis Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
APLT,Applied Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
APM,Aptorum Group Limited Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
APMI,AxonPrime Infrastructure Acquisition Corporation Class A, Acquisition, Acquisition,,,,,,,
APMIU,AxonPrime Infrastructure Acquisition Corporation Unit, Acquisition, Acquisition,,,,,,,
APN,Apeiron Capital Investment Corp Class A, Acquisition, Acquisition,,,,,,,
APO,Apollo Global Management (New),Finance,Investment Managers,,,,,,,
APOG,Apogee Enterprises, Acquisition, Acquisition,,,,,,,
APP,Applovin Corporation Class A,Technology,EDP Services,,,,,,,
APPF,AppFolio Class A,Technology,EDP Services,,,,,,,
APPH,AppHarvest,Farming/Seeds/Milling,Farming/Seeds/Milling,,,,,,,
APPN,Appian Corporation Class A,Technology,EDP Services,,,,,,,
APPS,Digital Turbine,Technology,Computer Software: Prepackaged Software,,,,,,,
APRE,Aprea Therapeutics,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
APRN,Blue Apron Holdings Class A,Consumer Services,Catalog/Specialty Distribution,,,,,,,
APSG,Apollo Strategic Growth Capital Class A Ordinary Shares,Finance,Business Services,,,,,,,
APT,Alpha Pro Tech Ltd, Acquisition, Acquisition,,,,,,,
APTM,Alpha Partners Technology Merger Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
APTMU,Alpha Partners Technology Merger Corp Unit, Acquisition, Acquisition,,,,,,,
APTO,Aptose Biosciences Common Shares, Acquisition, Acquisition,,,,,,,
APTS,Preferred Apartment Communities,Consumer Services,Real Estate Investment Trusts,,,,,,,
APTV,Aptiv PLC Ordinary Shares,Capital Goods,Auto Parts:OEM,,,,,,,
APTX,Aptinyx,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
APVO,Aptevo Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
APWC,Asia Pacific Wire & Cable Corporation Ltd Ordinary Shares (Bermuda),Basic Industries,Telecommunications Equipment,,,,,,,
APXIU,APx Acquisition Corp I Unit, Acquisition, Acquisition,,,,,,,
APYX,Apyx Medical Corporation,Health Care,Medical/Dental Instruments,,,,,,,
AQB,AquaBounty Technologies, Acquisition, Acquisition,,,,,,,
AQMS,Aqua Metals,Public Utilities,Environmental Services,,,,,,,
AQN,Algonquin Power & Utilities Corp Common Shares,Public Utilities,Electric Utilities: Central,,,,,,,
AQNA,Algonquin Power & Utilities Corp 6875% Fixed-to-Floating Rate Subordinated Notes Series 2018-A due October 17 2078,Public Utilities,Electric Utilities: Central,,,,,,,
AQNB,Algonquin Power & Utilities Corp 620% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1 2079,Public Utilities,Electric Utilities: Central,,,,,,,
AQNU,Algonquin Power & Utilities Corp Corporate Units,Public Utilities,Electric Utilities: Central,,,,,,,
AQST,Aquestive Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
AQUA,Evoqua Water Technologies Corp,Capital Goods,Office Equipment/Supplies/Services,,,,,,,
AR,Antero Resources Corporation,Energy,Oil & Gas Production,,,,,,,
ARAV,Aravive,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARAY,Accurayorporated,Health Care,Medical/Dental Instruments,,,,,,,
ARBE,Arbe Robotics Ltd Ordinary Shares, Acquisition, Acquisition,,,,,,,
ARBG,Aequi Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
ARBGU,Aequi Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
ARBK,Argo Blockchain plc American Depositary Shares, Acquisition, Acquisition,,,,,,,
ARBKL,Argo Blockchain plc 875% Senior Notes due 2026, Acquisition, Acquisition,,,,,,,
ARC,ARC Document Solutions,Miscellaneous,Business Services,,,,,,,
ARCB,ArcBest Corporation,Transportation,Trucking Freight/Courier Services,,,,,,,
ARCC,Ares Capital Corporation,Finance,Finance/Investors Services,,,,,,,
ARCE,Arco Platform Limited Class A Common Shares,Miscellaneous,Service to the Health Industry,,,,,,,
ARCH,Arch Resources Class A,Energy,Coal Mining,,,,,,,
ARCK,Arbor Rapha Capital Bioholdings Corp I Class A, Acquisition, Acquisition,,,,,,,
ARCKU,Arbor Rapha Capital Bioholdings Corp I Units, Acquisition, Acquisition,,,,,,,
ARCO,Arcos Dorados Holdings Class A Shares,Consumer Services,Restaurants,,,,,,,
ARCT,Arcturus Therapeutics Holdings,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARDC,Ares Dynamic Credit Allocation Fund Common Shares,Finance,Investment Managers,,,,,,,
ARDS,Aridis Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARDX,Ardelyx,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARE,Alexandria Real Estate Equities,Consumer Services,Real Estate Investment Trusts,,,,,,,
AREC,American Resources Corporation Class A, Acquisition, Acquisition,,,,,,,
ARES,Ares Management Corporation Class A,Finance,Investment Managers,,,,,,,
ARGD,Argo Group International Holdings Ltd 65% Senior Notes Due 2042,Finance,Specialty Insurers,,,,,,,
ARGO,Argo Group International Holdings Ltd,Finance,Specialty Insurers,,,,,,,
ARGU,Argus Capital Corp Class A, Acquisition, Acquisition,,,,,,,
ARGUU,Argus Capital Corp Unit, Acquisition, Acquisition,,,,,,,
ARGX,argenx SE American Depositary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
ARHS,Arhaus Class A,Consumer Durables,Wholesale Distributors,,,,,,,
ARI,Apollo Commercial Real Estate Finance,Consumer Services,Real Estate Investment Trusts,,,,,,,
ARIS,Aris Water Solutions Class A,Public Utilities,Water Supply,,,,,,,
ARIZ,Arisz Acquisition Corp, Acquisition, Acquisition,,,,,,,
ARIZU,Arisz Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
ARKO,ARKO Corp,Consumer Services,Food Chains,,,,,,,
ARKR,Ark Restaurants Corp,Consumer Services,Restaurants,,,,,,,
ARL,American Realty Investors,Consumer Services,Building operators,,,,,,,
ARLO,Arlo Technologies,Miscellaneous,Diversified Manufacture,,,,,,,
ARLP,Alliance Resource Partners LP Common Units representing Limited Partners Interests,Energy,Coal Mining,,,,,,,
ARMK,Aramark,Consumer Services,Restaurants,,,,,,,
ARMP,Armata Pharmaceuticals,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
ARNC,Arconic Corporation ,Technology,Industrial Machinery/Components,,,,,,,
AROC,Archrock,Energy,Oil & Gas Production,,,,,,,
AROW,Arrow Financial Corporation,Finance,Major Banks,,,,,,,
ARQQ,Arqit Quantum, Acquisition, Acquisition,,,,,,,
ARQT,Arcutis Biotherapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARR,ARMOUR Residential REIT,Consumer Services,Real Estate Investment Trusts,,,,,,,
ARRW,Arrowroot Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
ARRWU,Arrowroot Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
ARRY,Array Technologies,Technology,Semiconductors,,,,,,,
ARTA,Artisan Acquisition Corp Class A Ordinary Shares ,Finance,Business Services,,,,,,,
ARTAU,Artisan Acquisition Corp Units, Acquisition, Acquisition,,,,,,,
ARTE,Artemis Strategic Investment Corporation Class A, Acquisition, Acquisition,,,,,,,
ARTEU,Artemis Strategic Investment Corporation Unit, Acquisition, Acquisition,,,,,,,
ARTL,Artelo Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARTNA,Artesian Resources Corporation Class A,Public Utilities,Water Supply,,,,,,,
ARTW,Art's-Way Manufacturing Co,Capital Goods,Industrial Machinery/Components,,,,,,,
ARVL,Arrival Ordinary Shares,Capital Goods,Auto Manufacturing,,,,,,,
ARVN,Arvinas,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARW,Arrow Electronics,Technology,Electronic Components,,,,,,,
ARWR,Arrowhead Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ARYD,ARYA Sciences Acquisition Corp IV Class A Odinary Shares,Finance,Business Services,,,,,,,
ARYE,ARYA Sciences Acquisition Corp V Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
ASA,ASA  Gold and Precious Metals Limited,Basic Industries,Precious Metals,,,,,,,
ASAI,Sendas Distribuidora S A ADS,Consumer Services,Food Chains,,,,,,,
ASAN,Asana Class A,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
ASAQ,Atlantic Street Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
ASAX,Astrea Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
ASB,Associated Banc-Corp,Finance,Major Banks,,,,,,,
ASC,Ardmore Shipping Corporation,Transportation,Marine Transportation,,,,,,,
ASG,Liberty All-Star Growth Fund,Finance,Investment Managers,,,,,,,
ASGI,Aberdeen Standard Global Infrastructureome Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
ASGN,ASGNorporated,Technology,EDP Services,,,,,,,
ASH,Ashland Global Holdings,Basic Industries,Specialty Chemicals,,,,,,,
ASIX,AdvanSix ,Basic Industries,Major Chemicals,,,,,,,
ASLE,AerSale Corporation,Transportation,Aerospace,,,,,,,
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ASM,Avino Silver & Gold Mines Ltd Common Shares (Canada), Acquisition, Acquisition,,,,,,,
ASMB,Assembly Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ASML,ASML Holding NV New York Registry Shares,Technology,Industrial Machinery/Components,,,,,,,
ASND,Ascendis Pharma A/S American Depositary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ASO,Academy Sports and Outdoors,Consumer Non-Durables,Recreational Products/Toys,,,,,,,
ASPA,ABRI SPAC I, Acquisition, Acquisition,,,,,,,
ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share,Finance,Business Services,,,,,,,
ASPCU,Alpha Capital Acquisition Company Unit,Finance,Business Services,,,,,,,
ASPN,Aspen Aerogels,Capital Goods,Wholesale Distributors,,,,,,,
ASPS,Altisource Portfolio Solutions SA,Finance,Finance: Consumer Services,,,,,,,
ASPU,Aspen Group,Miscellaneous,Other Consumer Services,,,,,,,
ASR,Grupo Aeroportuario del Sureste SA de CV,Transportation,Aerospace,,,,,,,
ASRT,Assertio Holdings,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ASRV,AmeriServ Financial,Finance,Major Banks,,,,,,,
ASTC,Astrotech Corporation (DE),Capital Goods,Aerospace,,,,,,,
ASTE,Astec Industries,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,
ASTL,Algoma Steel Group Common Shares, Acquisition, Acquisition,,,,,,,
